"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"902",2023,"men","Road",949,"Paris-Chauny","FR","1.1","One Day","2023/09/24","2023/09/24","GC","","","Flat","            "
"903",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","01","133.1","Riobamba-Riobamba","Flat","            "
"904",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","04","88.9","Cotacachi-Cotacachi","Hilly","            "
"905",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","02","120.7","Riobamba-ESPE de Salcedo","Hilly MTF","            "
"906",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","03","108.6","Machachi-Cayambe","Hilly MTF","            "
"907",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","06","116.1","Mitad del Mundo-Mitad del Mundo","Hilly MTF","            "
"908",2023,"men","Road",672,"Vuelta a Ecuador","EC","2.2","Stage Race","2023/09/25","2023/09/30","05","150.4","Cotacachi-Mitad del Mundo","Mountain","            "
"909",2023,"men","Road",409,"Ruota d'Oro","IT","1.2U","One Day","2023/09/26","2023/09/26","GC","","","Hilly","            "
"910",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","01","181","Primosten-Sinj","Flat","            "
"911",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","02","114.5","Biograd na Moru-Novalja","Flat","            "
"912",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","03","133.5","Otocac-Opatija","Flat","            "
"913",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","05","189","Crikvenica-Ozalj","Flat","            "
"914",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","06","157.5","Samobor-Zagreb","Flat","            "
"915",2023,"men","Road",773,"CRO Race","HR","2.1","Stage Race","2023/09/26","2023/10/01","04","191","Krk-Labin","Mountain MTF","            "
"916",2023,"men","Road",231,"Circuit Franco-Belge","BE","1.Pro","One Day","2023/09/28","2023/09/28","GC","","","Hilly","            "
"917",2023,"men","Road",262,"Coppa Agostoni","IT","1.1","One Day","2023/09/28","2023/09/28","GC","","","Hilly","            "
"918",2023,"men","Road",20781,"Tour of Istanbul","TR","2.2","Stage Race","2023/09/28","2023/10/01","01","176.7","Arnavutköy-Arnavutköy","Flat","            "
"919",2023,"men","Road",20781,"Tour of Istanbul","TR","2.2","Stage Race","2023/09/28","2023/10/01","02","134.9","Sile-Sile","Flat","            "
"920",2023,"men","Road",20781,"Tour of Istanbul","TR","2.2","Stage Race","2023/09/28","2023/10/01","03","132","Beykoz-Beykoz","Flat","            "
"921",2023,"men","Road",20781,"Tour of Istanbul","TR","2.2","Stage Race","2023/09/28","2023/10/01","04","92.9","Istanbul-Istanbul","Flat","            "
"922",2023,"men","Road",29,"Giro dell'Emilia","IT","1.Pro","One Day","2023/09/30","2023/09/30","GC","","","Hilly MTF","            "
"923",2023,"men","Road",142,"Grand Prix Cerami","BE","1.2","One Day","2023/09/30","2023/09/30","GC","","","Flat","            "
"924",2023,"men","Road",7660,"Famenne Ardenne Classic","BE","1.1","One Day","2023/10/01","2023/10/01","GC","","","Hilly","            "
"925",2023,"men","Road",390,"Il Lombardia Under 23","IT","1.2U","One Day","2023/10/01","2023/10/01","GC","","","Hilly","            "
"926",2023,"men","Road",8523,"Oita Urban Classic","JP","1.2","One Day","2023/10/01","2023/10/01","GC","","","Hilly","            "
"927",2023,"men","Road",94,"Tour de Vendée","FR","1.1","One Day","2023/10/01","2023/10/01","GC","","","Flat","            "
"928",2023,"men","Road",196,"Coppa Bernocchi","IT","1.Pro","One Day","2023/10/02","2023/10/02","GC","","","Hilly","            "
"929",2023,"men","Road",673,"Asian Games ITT","","CCTT","One Day","2023/10/03","2023/10/03","GC","","","Flat ITT","            "
"930",2023,"men","Road",20978,"Grand Tour de Ciclismo de SC","BR","1.2","One Day","2023/10/03","2023/10/03","GC","","","Flat","            "
"931",2023,"men","Road",158,"Munsterland Giro","DE","1.Pro","One Day","2023/10/03","2023/10/03","GC","","","Flat","            "
"932",2023,"men","Road",190,"Tre Valli Varesine","IT","1.Pro","One Day","2023/10/03","2023/10/03","GC","","","Hilly","            "
"933",2023,"men","Road",159,"Binche-Chimay-Binche","BE","1.1","One Day","2023/10/03","2023/10/03","GC","","","Flat","            "
"934",2023,"men","Road",445,"GP Chantal Biya","CM","2.2","Stage Race","2023/10/03","2023/10/07","01","109","Kribi-Kribi","Flat","            "
"935",2023,"men","Road",445,"GP Chantal Biya","CM","2.2","Stage Race","2023/10/03","2023/10/07","03","104.2","Ebolowa-Sangmelima","Flat","            "
"936",2023,"men","Road",445,"GP Chantal Biya","CM","2.2","Stage Race","2023/10/03","2023/10/07","05","118.9","Zoétélé-Yaoundé","Flat","            "
"937",2023,"men","Road",445,"GP Chantal Biya","CM","2.2","Stage Race","2023/10/03","2023/10/07","02","165.2","Yaoundé-Ebolowa","Hilly","            "
"938",2023,"men","Road",445,"GP Chantal Biya","CM","2.2","Stage Race","2023/10/03","2023/10/07","04","96.3","Sangmelima-Meyomessala","Hilly","            "
"939",2023,"men","Road",20979,"GP Urubici de Ciclismo","BR","1.2","One Day","2023/10/04","2023/10/04","GC","","","Hilly MTF","            "
"940",2023,"men","Road",16523,"Visit Friesland Elfstedenrace","NL","1.1","One Day","2023/10/04","2023/10/04","GC","","","Flat","            "
"941",2023,"men","Road",20980,"GP de Santa Catarina","BR","1.2","One Day","2023/10/05","2023/10/05","GC","","","Flat","            "
"942",2023,"men","Road",61,"Gran Piemonte","IT","1.Pro","One Day","2023/10/05","2023/10/05","GC","","","Hilly","            "
"943",2023,"men","Road",157,"Paris - Bourges","FR","1.1","One Day","2023/10/05","2023/10/05","GC","","","Flat","            "
"944",2023,"men","Road",139,"Tour of Hainan","CN","2.Pro","Stage Race","2023/10/05","2023/10/09","01","92.7","Qionghai-Qionghai","Flat","            "
"945",2023,"men","Road",139,"Tour of Hainan","CN","2.Pro","Stage Race","2023/10/05","2023/10/09","02","215.8","Qionghai-Baoting","Flat","            "
"946",2023,"men","Road",139,"Tour of Hainan","CN","2.Pro","Stage Race","2023/10/05","2023/10/09","04","237.1","Wuzhishan-Changjiang","Hilly","            "
"947",2023,"men","Road",139,"Tour of Hainan","CN","2.Pro","Stage Race","2023/10/05","2023/10/09","05","212.1","Changjiang-Sanya","Hilly","            "
"948",2023,"men","Road",139,"Tour of Hainan","CN","2.Pro","Stage Race","2023/10/05","2023/10/09","03","122.7","Baoting-Wuzhishan","Mountain","            "
"949",2023,"men","Road",24,"Il Lombardia","IT","1.UWT","One Day","2023/10/07","2023/10/07","GC","","","Hilly","Monument World Tour Big7          "
"950",2023,"men","Road",18945,"Tour de Kyushu","JP","2.1","Stage Race","2023/10/07","2023/10/09","03","129","Hita-Hita","Flat","            "
"951",2023,"men","Road",18945,"Tour de Kyushu","JP","2.1","Stage Race","2023/10/07","2023/10/09","01","145","Kitakyushu-Omuta","Hilly","            "
"952",2023,"men","Road",18945,"Tour de Kyushu","JP","2.1","Stage Race","2023/10/07","2023/10/09","02","108","Minami Oguni-Minami Aso","Hilly","            "
"953",2023,"men","Road",238,"Paris - Tours","FR","1.2U","One Day","2023/10/08","2023/10/08","GC","","","Flat","            "
"954",2023,"men","Road",28,"Paris - Tours","FR","1.Pro","One Day","2023/10/08","2023/10/08","GC","","","Flat","            "
"955",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","01","135","Alanya-Antalya","Flat","            "
"956",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","08","130.5","Istanbul-Istanbul","Flat","            "
"957",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","02","166.5","Kemer-Kalkan","Hilly","            "
"958",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","04","165.3","Fethiye-Marmaris","Hilly","            "
"959",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","05","180.6","Marmaris-Bodrum","Hilly","            "
"960",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","07","159.8","Selcuk-Izmir","Hilly","            "
"961",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","06","193.3","Bodrum-Selcuk","Hilly MTF","            "
"962",2023,"men","Road",152,"Tour of Türkiye","TR","2.1","Stage Race","2023/10/08","2023/10/15","03","104.1","Fethiye-Badabag","Mountain MTF","            "
"963",2023,"men","Road",183,"Giro del Veneto","IT","1.Pro","One Day","2023/10/11","2023/10/11","GC","","","Hilly","            "
"964",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","01","135.6","Beihai-Beihai","Flat"," World Tour           "
"965",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","02","149.6","Beihai-Qinzhou","Flat"," World Tour           "
"966",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","05","209.6","Liuzhou-Guilin","Flat"," World Tour           "
"967",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","06","168.3","Guilin-Guilin","Flat"," World Tour           "
"968",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","03","134.3","Nanning-Nanning","Hilly"," World Tour           "
"969",2023,"men","Road",7591,"Gree - Tour of Guangxi","CN","2.UWT","Stage Race","2023/10/12","2023/10/17","04","161.4","Nanning-Nongla Scenic Area","Hilly MTF"," World Tour           "
"970",2023,"men","Road",10514,"Campeonato del Caribe ITT","","1.2","One Day","2023/10/14","2023/10/14","GC","","","Flat ITT","            "
"971",2023,"men","Road",18951,"Trans-Himalaya Cycling Race","CN","2.2","Stage Race","2023/10/14","2023/10/17","01","129.8","Nyingchi City-Gongbujiangda County","Flat","            "
"972",2023,"men","Road",18951,"Trans-Himalaya Cycling Race","CN","2.2","Stage Race","2023/10/14","2023/10/17","02","89.9","Gyantse-Shigatse","Flat","            "
"973",2023,"men","Road",18951,"Trans-Himalaya Cycling Race","CN","2.2","Stage Race","2023/10/14","2023/10/17","03","92.8","Lhasa-Lhasa","Flat","            "
"974",2023,"men","Road",18951,"Trans-Himalaya Cycling Race","CN","2.2","Stage Race","2023/10/14","2023/10/17","","-","-","Unknown","            "
"975",2023,"men","Road",15208,"Veneto Classic","IT","1.Pro","One Day","2023/10/15","2023/10/15","GC","","","Hilly","            "
"976",2023,"men","Road",95,"Japan Cup","JP","1.Pro","One Day","2023/10/15","2023/10/15","GC","","","Hilly","            "
"977",2023,"men","Road",463,"Chrono des Nations","FR","1.2U","One Day","2023/10/15","2023/10/15","GC","","","Flat ITT","            "
"978",2023,"men","Road",154,"Chrono des Nations","FR","1.1","One Day","2023/10/15","2023/10/15","GC","","","Flat ITT","            "
"979",2023,"men","Road",8499,"Hong Kong Cyclothon","HK","1.1","One Day","2023/10/22","2023/10/22","GC","","","Flat","            "
"980",2023,"men","Road",763,"Pan-American Games ITT","","CCTT","One Day","2023/10/22","2023/10/22","GC","","","Flat ITT","            "
"981",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","01","125","Ouagadougou-Pô","Unknown","            "
"982",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","02","135","Manga-Ziniaré","Unknown","            "
"983",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","03","145.6","Ouagadougou-Ouagadougou","Unknown","            "
"984",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","04","135","Ouagadougou-Koupela","Unknown","            "
"985",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","05","78","Tenkodogo-Zorgho","Unknown","            "
"986",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","06","115","Ouaga-Koudougou","Unknown","            "
"987",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","07","153","Koudougou-Boromo","Unknown","            "
"988",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","08","132.6","Bobo Dioulasso-Bobo Dioulasso","Unknown","            "
"989",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","09","125","Bobo Dioulasso-Pâ","Unknown","            "
"990",2023,"men","Road",446,"Tour du Faso","BF","2.2","Stage Race","2023/10/27","2023/11/05","10","115","Sapone-Ouagadougou","Unknown","            "
"991",2023,"men","Road",8479,"Akiyoshidai Karst Road Race","JP","1.2","One Day","2023/11/05","2023/11/05","GC","","","Hilly","            "
"992",2023,"men","Road",457,"Tour de Okinawa","JP","1.2","One Day","2023/11/12","2023/11/12","GC","","","Hilly","            "
"993",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","01","115.2","San Benito-San Benito","Flat","            "
"994",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","10","109.4","Villa Linda-El Zapote","Flat","            "
"995",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","04","196","Antigua Guatemala-Coatepeque","Hilly","            "
"996",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","09","133.8","Aldea Barraneché-Cerro de la Cruz","Hilly","            "
"997",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","07","124.6","La esperanza-Esquipulas Palo Gordo","Hilly MTF","            "
"998",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","05","91.5","Catarina-San Rafael Pie De La Cuesta","Mountain MTF","            "
"999",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","06","142.7","Tecún Umán-Totonicapán","Mountain MTF","            "
"1000",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","02","203","Castillo de San Felipe-San José La Arada-Ipala","Mountain","            "
"1001",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","03","119","El Progreso-Fraijanes","Mountain","            "
"1002",2023,"men","Road",595,"Vuelta a Guatemala","GT","2.2","Stage Race","2023/11/17","2023/11/26","08","136.5","Momostenango-Pamezabal","Mountain","            "
"1003",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","01","151.5","Heredia-Cañas","Flat","            "
"1004",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","02","159.5","Cañas-Liberia","Flat","            "
"1005",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","06","98","Estadio Nacional -Firestone","Hilly","            "
"1006",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","10","99","Circuito Presidente Heredia-Circuito Presidente Heredia","Hilly","            "
"1007",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","09","90.9","Paraíso-Paraíso","Hilly MTF","            "
"1008",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","03","41.2","Bagaces-Curubandé | TTT","TTT","            "
"1009",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","05","99.8","San Ramón-Berlín San Ramon","Mountain MTF","            "
"1010",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","04","172.2","Liberia-Naranjo","Mountain","            "
"1011",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","07","126.6","San Jose-Pérez Zeledón","Mountain","            "
"1012",2023,"men","Road",453,"Vuelta a Costa Rica","CR","2.2","Stage Race","2023/12/16","2023/12/25","08","117.2","Pérez Zeledón-Oreamuno","Mountain","            "
"1013",2023,"men","Road",22881,"Arab Road Cycling Championships TTT","","RCTT","One Day","2023/12/18","2023/12/18","GC","","","TTT","            "
"1014",2023,"men","Road",22894,"Arab Road Cycling Championships ITT","","RCTT","One Day","2023/12/20","2023/12/20","GC","","","Flat ITT","            "
"1015",2023,"women","Road",9080,"Tour Down Under","AU","2.WWT","Stage Race","2023/01/15","2023/01/17","01","110.4","Glenelg-Aldinga","Flat","       Aussie WT     "
"1016",2023,"women","Road",9080,"Tour Down Under","AU","2.WWT","Stage Race","2023/01/15","2023/01/17","02","90","Birdwood-Uraidla","Hilly","       Aussie WT     "
"1017",2023,"women","Road",9080,"Tour Down Under","AU","2.WWT","Stage Race","2023/01/15","2023/01/17","03","93.2","Adelaide-Campbelltown","Hilly","       Aussie WT     "
"1018",2023,"women","Road",9133,"Cadel Road Race","AU","1.WWT","One Day","2023/01/28","2023/01/28","GC","","","Hilly","       Aussie WT     Test"
"1019",2023,"women","Road",17199,"Women Cycling Pro Costa De Almería","ES","1.1","One Day","2023/01/29","2023/01/29","GC","","","Flat","            "
"1020",2023,"women","Road",11333,"Aphrodite ITT","CY","1.2","One Day","2023/02/04","2023/02/04","GC","","","Flat ITT","            "
