season,team_id,team_name,uci_division
2023,38162,Skoghalls CK,Men's Junior
2023,37669,Skullracing Team,Men's Junior
2023,39688,Slaney CC,Men's Junior
2023,37754,SLC2,Men's Junior
2023,37737,Slovan Bratislava,Men's Junior
2023,37288,SLPA C.C.,Men's Junior
2023,37284,SLPD,Men's Junior
2023,36411,SMCC Apo Lakay,Men's Junior
2023,37790,Smel Foz do Iguacu,Men's Junior
2023,38499,Smetties CT,Men's Junior
2023,37306,SN Vitae Bam Bam Coaching RT,Men's Junior
2023,37768,Snake C.T.VZW Koningshooikt,Men's Junior
2023,38412,SNH Velo Club,Men's Junior
2023,36826,So.L.Me. - Olmo,Men's Junior
2023,35062,Soacha Avanza,Men's Junior
2023,36568,SoCalCycling.com,Men's Junior
2023,38042,SoCalCycling.com,Men's Junior
2023,32928,Sojasun Espoir-ACNC,Men's Junior
2023,37806,soleil de lest,Men's Junior
2023,39910,Solorza Competicion,Men's Junior
2023,36250,Somos Ranqueles,Men's Junior
2023,39024,Soon CK,Men's Junior
2023,39098,SOSNJ X Orbit,Men's Junior
2023,37411,Sossi Safari Simbaz,Men's Junior
2023,38955,Sostines Sporto,Men's Junior
2023,38016,Sotoku High School,Men's Junior
2023,38290,Sotonia CC,Men's Junior
2023,40346,Soul Bike,Men's Junior
2023,34720,South Korea National Team,Men's Junior
2023,38572,Southborough &amp; District Whls,Men's Junior
2023,38564,Southcleaine CC,Men's Junior
2023,36573,Southern California Velo,Men's Junior
2023,40244,Southern Cross,Men's Junior
2023,36598,Space City Develop.Team,Men's Junior
2023,34835,Space in Novo Construcion,Men's Junior
2023,36964,Spade Ace,Men's Junior
2023,38220,Spartak-Subotica,Men's Junior
2023,37421,Spatzwear,Men's Junior
2023,36592,Specialized Project-74,Men's Junior
2023,38351,Specialized Quebec,Men's Junior
2023,34628,Spellman Dublin Port,Men's Junior
2023,38419,Spin 11 Dublin,Men's Junior
2023,34643,Spin The Bean Power,Men's Junior
2023,36701,Spinosa Bike,Men's Junior
2023,37712,Spokes Racing Team,Men's Junior
2023,39240,Sponsor Sports Food,Men's Junior
2023,37146,Sport en Moedig Genk,Men's Junior
2023,36853,Sportforum p/b Myfitness,Men's Junior
2023,37738,Sportraces CT,Men's Junior
2023,39295,Sprint Club Macouria,Men's Junior
2023,37652,Squadra Borella,Men's Junior
2023,38257,Squadra RT,Men's Junior
2023,36745,SquadraSF pb Terun,Men's Junior
2023,37279,Sri Eksath,Men's Junior
2023,37289,Sri Lanka Air Force,Men's Junior
2023,37278,Sri Lanka Army,Men's Junior
2023,34954,SSB Team,Men's Junior
2023,34932,SSCB,Men's Junior
2023,38097,SSG Bensheim,Men's Junior
2023,37851,SSI CT,Men's Junior
2023,36429,St Kilda Cycling Club,Men's Junior
2023,34632,St.Finbarrs CC,Men's Junior
2023,34683,St.George Develop.Team,Men's Junior
2023,34636,St.Tiernans CC,Men's Junior
2023,36731,Stade Montois Cyclisme,Men's Junior
2023,36732,Stade Toulousain,Men's Junior
2023,33583,Stageco Cycling Team,Men's Junior
2023,37739,Stajnia Rowerowa,Men's Junior
2023,36877,Standard Insurance-Navy,Men's Junior
2023,35750,Start Cycling Team,Men's Junior
2023,36643,State Bicycle Co.,Men's Junior
2023,38869,Stavanger SK,Men's Junior
2023,37285,Stefanelli Filippo,Men's Junior
2023,39019,Steve Tilford Foundation Racing,Men's Junior
2023,38328,Stevens Racing Team,Men's Junior
2023,38157,Stockholm CK,Men's Junior
2023,36616,StolenGoat Race Team,Men's Junior
2023,38342,Streamline Triathlon,Men's Junior
2023,38800,Strongman Nariño,Men's Junior
2023,39779,STS Bikers CT,Men's Junior
2023,37805,Subaru Cycling Team,Men's Junior
2023,36572,Subaru Santa Monica Racing,Men's Junior
2023,40328,Success EZ Rolling Club,Men's Junior
2023,35061,Suehica CT,Men's Junior
2023,39725,Sumbe,Men's Junior
2023,34724,Suministros Dama,Men's Junior
2023,37820,Sumita Eidai Pearlizumi Ravanello,Men's Junior
2023,35048,Sundark Agro MM,Men's Junior
2023,38648,Sundrive Track Team,Men's Junior
2023,36709,Sunrise -Yamaha CT,Men's Junior
2023,40479,Super 8,Men's Junior
2023,40144,Super 8,Men's Junior
2023,36501,Super Squadra pb Eliel,Men's Junior
2023,36248,Supergiros-Alc.Manizales,Men's Junior
2023,39742,Supermercados Alto Aragon,Men's Junior
2023,34539,Supermercados Froiz,Men's Junior
2023,36591,Suprabars.com,Men's Junior
2023,34918,Suwako Racing Team,Men's Junior
2023,37477,Svealand Cycling Team,Men's Junior
2023,37983,Svendborg CK,Men's Junior
2023,38187,Sverdlovsk Region,Men's Junior
2023,38824,Swietelsky Slovakia,Men's Junior
2023,37096,Swindon Wheelers,Men's Junior
2023,38149,Sydkystens Cycling,Men's Junior
2023,34855,Sydney Uni VC,Men's Junior
2023,37115,Syfa Geraka,Men's Junior
2023,35082,Synapse-Finisseur,Men's Junior
2023,38462,Szingo-Balaton Team,Men's Junior
2023,37472,Södertälje Cycling Team,Men's Junior
2023,36551,T.D.Cyl.The Feet,Men's Junior
2023,37101,T.W.C Tempo-Hoppenbrouwers-Viro,Men's Junior
2023,36443,TAAP Endura,Men's Junior
2023,36848,TAC Pahang,Men's Junior
2023,38551,TACC,Men's Junior
2023,37422,Tactic Sport UK RT,Men's Junior
2023,37971,TaG Cycling RT,Men's Junior
2023,37830,Takada Friend Racing,Men's Junior
2023,38611,Takeshiba Cycle Racing,Men's Junior
2023,36554,Talento Xela,Men's Junior
2023,36636,Taller y Distribuidoa Cyl,Men's Junior
2023,38854,Tama Pota,Men's Junior
2023,34936,Tamil Nadu,Men's Junior
2023,34367,Tandem Co Pro Cycling,Men's Junior
2023,36119,Tany Nature,Men's Junior
2023,37876,Tap Doan Loc Troi,Men's Junior
2023,37257,Taragui-Corrientes,Men's Junior
2023,39046,Tarasco-Morelia,Men's Junior
2023,35018,Tashkent City Professional Cycling Team,Men's Junior
2023,36667,Taubate CT,Men's Junior
2023,37354,Taupo Cycling Club,Men's Junior
2023,34910,Taurus Cycling,Men's Junior
2023,40469,Taxi Frias,Men's Junior
2023,37740,TC Chrobry Scott Glogow,Men's Junior
2023,39703,Tchaco CT,Men's Junior
2023,38601,Team #heimat,Men's Junior
2023,33957,Team 24,Men's Junior
2023,38150,Team ABC Elite,Men's Junior
2023,38053,Team Access by Pitstop Lagos,Men's Junior
2023,40220,Team Agua Rica,Men's Junior
2023,40227,Team Aiquire,Men's Junior
2023,34836,Team Ammark- Fund Orgullo Andino,Men's Junior
2023,38737,Team Ashiviva DAISHINDEN,Men's Junior
2023,37957,TEAM AthleteFarm SPECIALIZED,Men's Junior
2023,33584,Team Atom 6,Men's Junior
2023,33317,Team Atria-VS Gerzatois,Men's Junior
2023,36423,Team Autolagon-UVN,Men's Junior
2023,38111,Team Baier Landshut,Men's Junior
2023,38331,Team Bellheimer Silberpils,Men's Junior
2023,37479,Team Best Friends,Men's Junior
2023,38062,Team BFY Racing,Men's Junior
2023,34694,Team Bicicl.Jacamo-Mendoza,Men's Junior
2023,40212,Team Bike House,Men's Junior
2023,37066,Team Bike Therapy,Men's Junior
2023,34653,Team Bikeworx Celbridge,Men's Junior
2023,37891,Team Born’heures,Men's Junior
2023,39281,Team Bottrill-Vangaurd,Men's Junior
2023,39216,Team Brabant 2000,Men's Junior
2023,32929,Team Bricquebec Cotentin,Men's Junior
2023,36686,Team C &amp; S Technology,Men's Junior
2023,36812,Team Caldwell Cycles,Men's Junior
2023,35043,Team California,Men's Junior
2023,36419,Team Cama CCD,Men's Junior
2023,37198,Team Castelnau Cycles,Men's Junior
2023,38511,Team Cathy,Men's Junior
2023,34787,Team CCS Canberra Men,Men's Junior
2023,37361,Team Chatou Cyclisme,Men's Junior
2023,36975,Team Cheblo,Men's Junior
2023,38537,Team Chimaltenango-Pinturautos,Men's Junior
2023,37622,Team Chris Net,Men's Junior
2023,37242,Team Ciclistico Paletti,Men's Junior
2023,36955,Team Ciclo Chinchilla,Men's Junior
2023,36683,Team Cinecable Internet - Twitter,Men's Junior
2023,37292,Team Clif Family Drifters,Men's Junior
2023,33553,Team CO Play - Giant,Men's Junior
2023,36844,Team Colonia Kids,Men's Junior
2023,37009,Team Colono Bikestation Kölbi,Men's Junior
2023,38443,Team Corazon de Caña,Men's Junior
2023,39429,Team Cos,Men's Junior
2023,37004,Team Costa Frut-Go Rigo Go,Men's Junior
2023,38001,Team Côte de Granit Rose,Men's Junior
2023,34707,Team Crédit Mutuel-Garage Premier-Fewoss,Men's Junior
2023,36951,Team CrWolf,Men's Junior
2023,37927,TEAM CSK,Men's Junior
2023,34914,Team Cuore,Men's Junior
2023,39454,Team Cutral Co,Men's Junior
2023,36972,Team Cycle Plus,Men's Junior
2023,36545,Team Cyclin-LInaflor Solola,Men's Junior
2023,40215,Team Cycling Tio Dolmo,Men's Junior
2023,39391,Team Darkart,Men's Junior
2023,33416,Team Dauner | AKKON,Men's Junior
2023,37939,Team decoja,Men's Junior
2023,37349,Team Deschacht-Hens-Maes,Men's Junior
2023,39455,Team Difunta Correa,Men's Junior
2023,36870,Team DMS Pro Cycling,Men's Junior
2023,35052,Team Doha Cycling,Men's Junior
2023,38559,Team DPS,Men's Junior
2023,38022,Team Dukla Praha,Men's Junior
2023,37583,Team Edelsten,Men's Junior
2023,38501,Team Ediciones Mar Costa,Men's Junior
2023,36064,Team Ekuon,Men's Junior
2023,34810,Team El Constructor,Men's Junior
2023,36490,Team Elevate Racing,Men's Junior
2023,38771,Team Elias Vega Trainer,Men's Junior
2023,40217,Team Emanuel Bike,Men's Junior
2023,37036,Team Embrace The World Cycling,Men's Junior
2023,37837,TEAM EMMA Cycling,Men's Junior
2023,34882,Team Energizer,Men's Junior
2023,37599,Team ENIT Systems,Men's Junior
2023,40341,Team Epic,Men's Junior
2023,38765,Team Espresso CC,Men's Junior
2023,40047,Team Estrella Roja,Men's Junior
2023,34917,Team Eurasia - IRC Tire,Men's Junior
2023,38786,Team Evolution,Men's Junior
2023,34712,Team Fal,Men's Junior
2023,38461,Team FBC,Men's Junior
2023,38064,Team Fin's,Men's Junior
2023,38264,Team FITTE,Men's Junior
2023,37741,Team Forman Cinelli,Men's Junior
2023,35525,Team France Défense,Men's Junior
2023,36263,Team Fundecom,Men's Junior
2023,37243,Team Gaiaplast Bibanese,Men's Junior
2023,36590,Team George's Cycles p/b RF Foundations,Men's Junior
2023,34602,Team Gesprom Evolution,Men's Junior
2023,34913,Team Giant,Men's Junior
2023,36965,Team GINRIN Kumamoto,Men's Junior
2023,38847,Team Girardota-Ciclorades,Men's Junior
2023,37945,Team Giro 360,Men's Junior
2023,37856,Team Give Elementer,Men's Junior
2023,37904,Team Give Steel - 2M Cycling Elite,Men's Junior
2023,37815,Team Grandi Petit,Men's Junior
2023,36546,Team Gravity-Analiza,Men's Junior
2023,36453,Team Greens,Men's Junior
2023,37005,Team Heredia,Men's Junior
2023,36947,Team Heredia-Parabrisas Morales,Men's Junior
2023,33428,Team Hopplà - Petroli Firenze - Don Camillo,Men's Junior
2023,37842,Team hsj,Men's Junior
2023,36992,Team HYF-CH Brokers,Men's Junior
2023,37309,Team IBT-Tripeak,Men's Junior
2023,37534,Team Iguana Produc.,Men's Junior
2023,38609,Team Illuminate,Men's Junior
2023,40285,Team Imanis,Men's Junior
2023,39356,Team Imnovabikes,Men's Junior
2023,37717,Team Inca,Men's Junior
2023,36386,Team Inderhuila,Men's Junior
2023,38778,Team Inspired,Men's Junior
2023,38278,Team Ippiki Okami,Men's Junior
2023,38776,Team Isaac Torgau,Men's Junior
2023,36417,Team ISS Academy SK,Men's Junior
2023,37759,Team Jaguareté Cycles,Men's Junior
2023,36697,Team Joggers,Men's Junior
2023,37071,Team Jop 76,Men's Junior
2023,35059,Team Juan Valerios,Men's Junior
2023,37804,Team Kermis Cross,Men's Junior
2023,38177,Team Kern- Haus,Men's Junior
2023,36706,Team Kilos,Men's Junior
2023,36383,Team Kronos-Bogota,Men's Junior
2023,33001,Team La Crêpe de Brocéliande-BLC,Men's Junior
2023,37050,Team La Godasse,Men's Junior
2023,37849,Team La Higuera-Bequick,Men's Junior
2023,36983,Team La Romana,Men's Junior
2023,37981,Team Larunpyörä Cérvelo,Men's Junior
2023,38095,Team Laura Lauingen,Men's Junior
2023,35613,Team Linea Oro Bike,Men's Junior
2023,33098,Team LMP-La Roche Vendée Cyclisme,Men's Junior
2023,38117,Team Logisty Jack,Men's Junior
2023,37925,Team Luppi,Men's Junior
2023,33278,Team Macadam's Cowboys,Men's Junior
2023,36589,Team Mack Racing Elite,Men's Junior
2023,37038,Team Madar,Men's Junior
2023,38417,Team Madigan CC,Men's Junior
2023,33546,Team Madras Cycling,Men's Junior
2023,38756,Team Manitoba,Men's Junior
2023,38865,Team Manma,Men's Junior
2023,37779,Team MaxWatt,Men's Junior
2023,38031,Team Mazzola P.G.C,Men's Junior
2023,40306,Team MIcky,Men's Junior
2023,36588,Team Mikes Bikes p/b Equator Coffees,Men's Junior
2023,37832,Team Milano,Men's Junior
2023,38384,Team Milton Keynes,Men's Junior
2023,37756,Team Minga Bike -Max-Go,Men's Junior
2023,37270,Team Mobel Ehrmann,Men's Junior
2023,38729,Team Montoya-BCT,Men's Junior
2023,34189,Team MP Group,Men's Junior
2023,39339,Team Murray,Men's Junior
2023,37923,Team nacree,Men's Junior
2023,35929,Team NCCS,Men's Junior
2023,39099,Team NCF Region Sør,Men's Junior
2023,38570,Team NCF Region Øst,Men's Junior
2023,40463,Team Nitro,Men's Junior
2023,39235,Team Novak,Men's Junior
2023,37397,Team Oakley,Men's Junior
2023,39303,Team Office- Guru,Men's Junior
2023,37931,Team Okayama,Men's Junior
2023,36966,Team Okinawa,Men's Junior
2023,33009,Team Ostwind - UC Haguenau,Men's Junior
2023,38856,Team Ovest,Men's Junior
2023,34722,Team Palazzago,Men's Junior
2023,34358,Team Pays de Briec,Men's Junior
2023,33295,Team PB Performance,Men's Junior
2023,35624,Team Pédale Pilotine-Blue Car,Men's Junior
2023,37184,Team Peltrax-CS Dammarie-lès-Lys,Men's Junior
2023,40465,Team Peregrinos,Men's Junior
2023,40352,Team Pharmaco Revolutions,Men's Junior
2023,36682,Team Pichincha,Men's Junior
2023,37067,Team Power 76,Men's Junior
2023,36626,Team Probiker Cemplus,Men's Junior
2023,37197,Team Progress,Men's Junior
2023,39426,Team Psync,Men's Junior
2023,38558,Team Raiders,Men's Junior
2023,38119,Team Rakuten K Dreams,Men's Junior
2023,39238,Team RDX,Men's Junior
2023,36585,Team Rio Grande Elite CT,Men's Junior
2023,35930,Team RMB-Elite,Men's Junior
2023,36995,Team Rocket Revolution,Men's Junior
2023,37811,Team Rogers,Men's Junior
2023,36428,Team Rush Racing,Men's Junior
2023,34316,Team Saavedra-Arroz Gelvez,Men's Junior
2023,34837,Team Sabemiel BKC Aragua,Men's Junior
2023,36685,Team Saitel,Men's Junior
2023,37809,Team SANREMO,Men's Junior
2023,36882,Team Sapito Bike,Men's Junior
2023,35021,Team Sapura Cycling,Men's Junior
2023,37552,Team schnelleStelle pb SC DHfK Leipzig,Men's Junior
2023,39715,Team Sequele,Men's Junior
2023,36925,Team SHIDO,Men's Junior
2023,37155,Team Siktivity,Men's Junior
2023,34903,Team Sistecredito-GW,Men's Junior
2023,37239,Team Six Project,Men's Junior
2023,36634,Team Smartdry,Men's Junior
2023,36360,Team Snooze-VSD,Men's Junior
2023,37046,Team Sojasun Cyclisme,Men's Junior
2023,38261,Team Solo Vinci,Men's Junior
2023,37874,Team Sparekassen Danmark Aalborg,Men's Junior
2023,37427,Team Spectra Cannondale,Men's Junior
2023,36813,Team Sportactive Racing,Men's Junior
2023,38008,Team Sprint Energy,Men's Junior
2023,37921,Team Squadra,Men's Junior
2023,34621,Team Stafford Bonded,Men's Junior
2023,38085,Team Stafford Bonded,Men's Junior
2023,38108,Team Standert,Men's Junior
2023,36843,Team Stilum-RSC Rheinbach,Men's Junior
2023,38519,Team Stoli,Men's Junior
2023,37360,Team Sud Manche Leucemie,Men's Junior
2023,34812,Team Sunckel Sport,Men's Junior
2023,37525,Team Superciao,Men's Junior
2023,37069,Team Superior Rafalsocks,Men's Junior
2023,36750,Team Swift,Men's Junior
2023,38779,Team Swift BW,Men's Junior
2023,38620,Team Syke,Men's Junior
2023,36840,Team Tarija,Men's Junior
2023,37100,Team Thielemans - De Hauwere,Men's Junior
2023,39384,Team TMC-Strada Wheels,Men's Junior
2023,39277,Team Top Bikes,Men's Junior
2023,36241,Team Tor 2000 Kalas,Men's Junior
2023,37960,Team TRUTH,Men's Junior
2023,33276,Team U Charente Maritime,Men's Junior
2023,34259,Team U LH,Men's Junior
2023,36971,Team Ukyo Reve,Men's Junior
2023,38362,Team Ur-Krostitzer Biehler,Men's Junior
2023,33596,Team USC Goyave,Men's Junior
2023,36567,Team Velosport CT,Men's Junior
2023,34813,Team Veloz,Men's Junior
2023,40345,Team Ventanilla,Men's Junior
2023,36899,Team Venzo,Men's Junior
2023,38790,Team Vivarovar,Men's Junior
2023,38857,Team Walkride,Men's Junior
2023,38728,Team Wilches-Gdenlinea.net-Baula Sport,Men's Junior
2023,38424,Team Wilink Brussels,Men's Junior
2023,39221,Team Workfor.ce  Zwaluwen,Men's Junior
2023,37548,Team XLC-RSG Heilbronn,Men's Junior
2023,37396,Team YOU CAN,Men's Junior
2023,40320,Team Zapien Zacapu,Men's Junior
2023,39428,Team Zapien Zacapu,Men's Junior
2023,38622,team ZERO,Men's Junior
2023,37810,Team ZERO UNO FRONTIER,Men's Junior
2023,34858,TeamZenko,Men's Junior
2023,38061,Technical Partner Cycling Team,Men's Junior
2023,36868,TEG Pro Cycling Team,Men's Junior
2023,37555,Tejullanos,Men's Junior
2023,36614,Tekkerz CC,Men's Junior
2023,34945,Telangana,Men's Junior
2023,34171,Telcom-On Clima-Osés Const,Men's Junior
2023,34206,Tenerife Bikepoint,Men's Junior
2023,37814,Tengutou,Men's Junior
2023,38369,Tenis Stars,Men's Junior
2023,36538,Teo Copajebal Totonicapan,Men's Junior
2023,36847,Terengganu MSNT,Men's Junior
2023,36860,Terengganu Polygon Cycling Academy,Men's Junior
2023,36196,Terun Elite,Men's Junior
2023,39348,Testa Dura RT,Men's Junior
2023,36587,Texas Roadhouse CT,Men's Junior
2023,37501,Teyran Bike,Men's Junior
2023,34718,Thanh Hoa,Men's Junior
2023,38354,The Bike Affair Racing,Men's Junior
2023,37918,The CAMP*US,Men's Junior
2023,34983,The Cycle Hub,Men's Junior
2023,38275,The Cyclery,Men's Junior
2023,37353,The Cycling Academy,Men's Junior
2023,36449,The Cyclist,Men's Junior
2023,39225,The Meteor,Men's Junior
2023,37556,The Olympic Club,Men's Junior
2023,36765,The University of Tokyo,Men's Junior
2023,36197,ThirstyBear Cycling,Men's Junior
2023,36943,THR Cycling,Men's Junior
2023,39370,Thy Cykle Ring,Men's Junior
2023,35934,Thömus-Windowmaster,Men's Junior
2023,35749,TigeRR Cycling Team,Men's Junior
2023,39536,Tijucas BT,Men's Junior
2023,37406,Time Jundiai-First Bikes,Men's Junior
2023,38309,Tindur,Men's Junior
2023,37692,Tirana Team,Men's Junior
2023,39864,Tiziano Comp-Rio Negro,Men's Junior
2023,37742,TJ Favorit Brno,Men's Junior
2023,39418,TJ Slavia SG Trencin,Men's Junior
2023,36743,TMB development Equator Coffees,Men's Junior
2023,37774,TML Dommelstreek,Men's Junior
2023,39380,TNG Racing Hiroshima,Men's Junior
2023,38560,Tobago Elite,Men's Junior
2023,36779,Toho University,Men's Junior
2023,36773,Tohoku Gakuin University,Men's Junior
2023,36784,Tokai University,Men's Junior
2023,37827,Tokushima Cycle Racing,Men's Junior
2023,36795,Tokushima University,Men's Junior
2023,36778,Tokyo City University,Men's Junior
2023,36777,Tokyo Institute of Technology,Men's Junior
2023,36269,Tolima es pasión-Sheffy,Men's Junior
2023,37401,TONY Racing,Men's Junior
2023,35215,Top Step Development,Men's Junior
2023,38946,Top Team Cycling,Men's Junior
2023,36505,Torchys Tacos-Bike Mart,Men's Junior
2023,35557,Torq Cycling Team,Men's Junior
2023,34314,Torres-Fernando Barceló Team,Men's Junior
2023,38344,Torvelo Racing,Men's Junior
2023,40325,Torzc Racing HK,Men's Junior
2023,36684,Toscana Cayambe,Men's Junior
2023,36937,Total Civil Construction,Men's Junior
2023,34896,Total Cycling,Men's Junior
2023,39800,Total-Chilsaca,Men's Junior
2023,37929,Toyo Suisan,Men's Junior
2023,37127,Toyo University,Men's Junior
2023,37880,TP Ho Chi Minh New Group,Men's Junior
2023,38319,Tra-Mandevco,Men's Junior
2023,38355,Trailblazers RT,Men's Junior
2023,37423,trainSharp Elite,Men's Junior
2023,34650,Tralee Manor West BC,Men's Junior
2023,40458,Trans Baikal,Men's Junior
2023,39711,Transchipeta,Men's Junior
2023,40238,Transport Engineering Southland,Men's Junior
2023,37610,Transportes Lain,Men's Junior
2023,39869,Transportes Norte,Men's Junior
2023,36751,Trash Mile,Men's Junior
2023,36724,TRC Panamareds,Men's Junior
2023,38464,Trek SE,Men's Junior
2023,37140,Trentino CT U-23,Men's Junior
2023,38141,Trey Trek Team,Men's Junior
2023,38380,Tri-X JAPAN,Men's Junior
2023,38655,Triathlon Suomi,Men's Junior
2023,36455,TriGozo,Men's Junior
2023,39387,Trimaz,Men's Junior
2023,38516,Tripasion-Euronics,Men's Junior
2023,40273,Tripollo Cycling,Men's Junior
2023,36254,Triporter-Danaus-La Grupeta,Men's Junior
2023,36426,Trivelo-EF,Men's Junior
2023,38175,Trollheimen SK,Men's Junior
2023,38340,Trujillo-TTT,Men's Junior
2023,34150,Trust House Team,Men's Junior
2023,34921,TRYCLE.ing,Men's Junior
2023,38627,TS Racing Team,Men's Junior
2023,38784,Tsela Riders,Men's Junior
2023,38855,TSU Racing,Men's Junior
2023,37807,Tsusue Racing,Men's Junior
2023,37490,TTEndurance,Men's Junior
2023,37924,TTG MITORONG-V,Men's Junior
2023,38198,TTS.COACH SPICA SOLUTIONS,Men's Junior
2023,36869,Tufo BMC,Men's Junior
2023,38189,Tula Region,Men's Junior
2023,34681,Turbo CT,Men's Junior
2023,40353,Turning Point,Men's Junior
2023,37982,Turun Urheiluliitto,Men's Junior
2023,38329,Tuspo Weende,Men's Junior
2023,38508,Tuta Boy,Men's Junior
2023,36820,TWC De Kempen,Men's Junior
2023,37773,TWC Het Snelle Wiel,Men's Junior
2023,37769,TWC Maaslandster Z.L,Men's Junior
2023,36072,TWD-Länken,Men's Junior
2023,36105,Twin Lakes CA,Men's Junior
2023,38191,Tyumen Region,Men's Junior
2023,38210,Tzar Simeon Plovdiv,Men's Junior
2023,37902,Tønsberg CK,Men's Junior
2023,37623,U. Cosnoise Sportive,Men's Junior
2023,35880,U.C.Curicó,Men's Junior
2023,36352,U.C.Dipach,Men's Junior
2023,39710,U.C.Luanda,Men's Junior
2023,34202,U.C.Monaco,Men's Junior
2023,36365,U.C.Munnerefer Velosfren,Men's Junior
2023,37718,U.C.Orléans,Men's Junior
2023,34907,U.C.Pistoiese,Men's Junior
2023,33696,U.C.Pregnana-Team Scout,Men's Junior
2023,37791,U.C.Rio Janeiro-Turim,Men's Junior
2023,34885,U.C.Spiritaine,Men's Junior
2023,34873,U.P. Valencia,Men's Junior
2023,37244,U.S. Vertematese A.S.D.,Men's Junior
2023,36262,U.S.Casablancaise,Men's Junior
2023,36314,U.S.Fassie,Men's Junior
2023,36489,U.S.Lamentin,Men's Junior
2023,36315,U.S.Ouazzani,Men's Junior
2023,36665,U.S.Ouezzani Cyc.,Men's Junior
2023,38604,U.S.Oujda,Men's Junior
2023,34142,U23 Cycling Project Team Materiel-velo.com,Men's Junior
2023,38757,UBC Cycling,Men's Junior
2023,36735,UC Aire Barcelonne,Men's Junior
2023,36740,UC Arcachon,Men's Junior
2023,37512,UC Bassin Houiller,Men's Junior
2023,37132,UC Bricquebec,Men's Junior
2023,37465,UC Briochine U19,Men's Junior
2023,32828,UC Briochine-Bleu Mercure,Men's Junior
2023,40407,UC Briviste,Men's Junior
2023,33008,UC Cholet 49,Men's Junior
2023,37068,UC Envermeu,Men's Junior
2023,37600,UC Montgesnoise,Men's Junior
2023,37234,UC Montmeyran Valence,Men's Junior
2023,36741,UC Orthezienne,Men's Junior
2023,33992,UC Pélussin,Men's Junior
2023,37201,UC Quimperloise,Men's Junior
2023,34254,UC Trevigiani Energiapura Marchiol,Men's Junior
2023,37185,UC Vitry-Frignicourt,Men's Junior
2023,34634,UCD Cycling Club,Men's Junior
2023,36435,UCK Bretagne Sud Cyclisme,Men's Junior
2023,37199,UCK Vannes,Men's Junior
2023,36363,UCN Ettelbruck,Men's Junior
2023,37473,UCT Cycling Team,Men's Junior
2023,38747,Uddevalla CK,Men's Junior
2023,38183,Udmurtia,Men's Junior
2023,38529,UF Rowe King,Men's Junior
2023,34433,Ulevel-Safir Fruits,Men's Junior
2023,39027,Ulstein OSK,Men's Junior
2023,36815,Un-Attached Ulster,Men's Junior
2023,38705,Unattached-GB,Men's Junior
2023,35101,UNC-Lotto Max,Men's Junior
2023,39482,Unicaja Banco-Gijon,Men's Junior
2023,36946,Uniformes Centela-Roes,Men's Junior
2023,36065,Uniformes Murcia,Men's Junior
2023,36666,Unifunvic Pindamondangadaba,Men's Junior
2023,34848,Union Ciclista de 33,Men's Junior
2023,39242,Union Ciclista Parral,Men's Junior
2023,37231,Union Raiffeisen Radteam Tirol,Men's Junior
2023,36498,United Cycling,Men's Junior
2023,36930,United we Stand,Men's Junior
2023,37944,UNIVERS Team,Men's Junior
2023,36618,University Bristol CC,Men's Junior
2023,36431,University of Queensland,Men's Junior
2023,36774,University of Tsukuba,Men's Junior
2023,37149,Unlimited Cycling Team Belgium,Men's Junior
2023,37743,Unlimited Km Trading CZ,Men's Junior
2023,33274,Urbano-Vulsteke CT,Men's Junior
2023,33691,Urt Vélo 64,Men's Junior
2023,37049,US La Gacilly Cyclisme,Men's Junior
2023,36420,US Lamentin,Men's Junior
2023,34138,US Saint-Herblain Cyclisme,Men's Junior
2023,37056,US Vern Cyclisme,Men's Junior
2023,37179,USFA,Men's Junior
2023,39296,USL Montjoly Orange,Men's Junior
2023,37195,USM Saran Cyclisme,Men's Junior
2023,36422,USR Vélo Sotranfamat,Men's Junior
2023,33011,USSA Pavilly Barentin,Men's Junior
2023,37744,Ustecke Centrum C,Men's Junior
2023,34866,Usukine Racing,Men's Junior
2023,40247,UTAS-Fair Brothers,Men's Junior
2023,38953,Utenos DSC,Men's Junior
2023,36695,UTR Budget Manager,Men's Junior
2023,34961,Uttar Pradesh,Men's Junior
2023,34966,Uttrakhand,Men's Junior
2023,33004,UV Aube,Men's Junior
2023,37223,UV Marie-Galante,Men's Junior
2023,37365,UV Mazamet,Men's Junior
2023,37131,UV Neubourg,Men's Junior
2023,37638,UVC Charleville-Mezieres,Men's Junior
2023,34346,UVCA Troyes U19,Men's Junior
2023,37494,UVM Cycling,Men's Junior
2023,36688,UWTC De Volharding,Men's Junior
2023,33273,V.C.Avranches,Men's Junior
2023,36816,V.C.Balrothery,Men's Junior
2023,36358,V.C.Diekirch,Men's Junior
2023,38260,V.C.Equipe-FlixOral,Men's Junior
2023,39126,V.C.Excelsior Martigny,Men's Junior
2023,36316,V.C.Fes,Men's Junior
2023,37075,V.C.François,Men's Junior
2023,34644,V.C.Iveagh,Men's Junior
2023,38292,V.C.Londres,Men's Junior
2023,33005,V.C.Lucéen,Men's Junior
2023,36663,V.C.Marrakech,Men's Junior
2023,38774,V.C.Meilen,Men's Junior
2023,34137,V.C.Mendrisio,Men's Junior
2023,37037,V.C.Miliana,Men's Junior
2023,37371,V.C.Sainte Rose,Men's Junior
2023,36445,V.C.St Raphael,Men's Junior
